session_code,user_code,content_code,time_,watched_duration,platform,device_type,os_family,os_name,app_version,is_up_to_date
SESSION_00000186,USER_00000000419,CONTENT_00000887,2023-11-19 22:08:55,176,Tablet,Tablet,Playstation,FireOS 6,version 1.0.0,1
SESSION_00000187,USER_00000000077,CONTENT_00000078,2024-01-02 15:58:41,55,Tablet,Game Console,tvOS,iPadOS 15,version 1.0.0,1
SESSION_00000188,USER_00000000436,CONTENT_00000833,2024-12-04 01:04:34,141,Computer,Desktop,Xbox,Ubuntu 22.04,version 2.1.0,1
SESSION_00000189,USER_00000000355,CONTENT_00000050,2024-01-12 23:52:16,133,Mobile,Smartphone,Playstation,tvOS 14,version 2.1.0,1
SESSION_00000190,USER_00000000791,CONTENT_00000226,2024-07-04 13:57:25,112,Tablet,Game Console,Windows,macOS Ventura,version 1.0.0,1
SESSION_00000191,USER_00000000039,CONTENT_00000289,2024-04-22 05:28:00,135,Tablet,Desktop,Nintendo,tvOS 14,version 2.1.0,1
SESSION_00000192,USER_00000000064,CONTENT_00000438,2024-01-22 08:57:34,153,TV,Game Console,Xbox,Windows 11,version 2.1.0,1
SESSION_00000193,USER_00000000556,CONTENT_00000958,2023-07-10 18:00:32,108,Mobile,Tablet,Xbox,Xbox,version 1.0.0,1
SESSION_00000194,USER_00000000569,CONTENT_00000664,2023-12-15 11:40:33,87,Console,Desktop,iOS,Windows 11,version 2.1.0,1
SESSION_00000195,USER_00000000085,CONTENT_00000612,2024-03-05 15:13:34,10,TV,Tablet,Android,Ubuntu 22.04,version 1.0.0,1
SESSION_00000196,USER_00000000027,CONTENT_00000159,2023-12-29 05:07:14,24,TV,Laptop,Android,Android 13,version 2.1.0,1
SESSION_00000197,USER_00000000236,CONTENT_00000108,2023-10-09 02:39:53,163,Console,Tablet,Playstation,macOS Ventura,version 2.1.0,1
SESSION_00000198,USER_00000000570,CONTENT_00000347,2024-04-07 15:45:32,152,Console,Laptop,Playstation,iOS 16,version 1.0.0,1
SESSION_00000199,USER_00000000006,CONTENT_00000850,2023-09-12 21:34:37,21,Console,Smart TV,Android,iOS 16,version 3.0.5,1
SESSION_00000200,USER_00000000333,CONTENT_00000776,2024-12-08 04:27:04,158,TV,Desktop,Android,Windows 11,version 2.1.0,1
SESSION_00000201,USER_00000000108,CONTENT_00000161,2023-11-08 00:27:33,153,Tablet,Smartphone,Nintendo,iOS 16,version 1.0.0,1
SESSION_00000202,USER_00000000638,CONTENT_00000459,2023-06-08 22:47:30,41,TV,Tablet,Linux,Android 13,version 3.0.5,1
SESSION_00000203,USER_00000000356,CONTENT_00000836,2024-02-18 16:16:06,139,Computer,Tablet,macOS,FireOS 6,version 2.0.1,1
SESSION_00000204,USER_00000000876,CONTENT_00000929,2024-12-09 02:32:09,38,Computer,Laptop,iOS,PS5,version 2.0.1,1
SESSION_00000205,USER_00000000604,CONTENT_00000335,2024-08-26 01:04:10,162,Computer,Laptop,Android,Ubuntu 22.04,version 2.0.1,1
SESSION_00000206,USER_00000000497,CONTENT_00000656,2023-10-06 14:24:53,148,TV,Smart TV,Nintendo,tvOS 14,version 2.0.1,1
SESSION_00000207,USER_00000000694,CONTENT_00000302,2025-03-09 17:56:57,139,Console,Smartphone,Windows,iOS 16,version 2.1.0,1
SESSION_00000208,USER_00000000026,CONTENT_00000083,2024-03-21 02:03:38,59,Tablet,Smart TV,tvOS,tvOS 14,version 1.0.0,1
SESSION_00000209,USER_00000000745,CONTENT_00000117,2025-05-11 14:46:17,178,Computer,Game Console,Nintendo,Windows 11,version 2.0.1,1
SESSION_00000210,USER_00000000181,CONTENT_00000177,2024-01-17 00:12:07,73,Console,Smart TV,macOS,tvOS 14,version 2.0.1,1
SESSION_00000211,USER_00000000526,CONTENT_00000355,2025-03-23 03:31:57,87,Tablet,Desktop,iOS,Xbox,version 3.0.5,1
SESSION_00000212,USER_00000000269,CONTENT_00000485,2024-09-04 13:27:30,62,Console,Laptop,Windows,Switch,version 3.0.5,1
SESSION_00000213,USER_00000000499,CONTENT_00000920,2024-07-17 05:37:14,23,Mobile,Laptop,iOS,Switch,version 1.0.0,1
SESSION_00000214,USER_00000000742,CONTENT_00000261,2023-11-04 23:13:47,14,Tablet,Smart TV,Nintendo,iPadOS 15,version 2.1.0,1
SESSION_00000215,USER_00000000084,CONTENT_00000114,2024-04-02 10:59:57,66,Console,Desktop,Playstation,iOS 16,version 2.0.1,1
SESSION_00000216,USER_00000000753,CONTENT_00000571,2023-11-25 12:35:16,124,Mobile,Game Console,Linux,iOS 16,version 2.1.0,1
SESSION_00000217,USER_00000000680,CONTENT_00000587,2024-07-16 03:04:43,59,TV,Laptop,iOS,Switch,version 1.0.0,1
SESSION_00000218,USER_00000000467,CONTENT_00000816,2024-01-05 13:28:27,115,Computer,Smart TV,Windows,Switch,version 3.0.5,1
SESSION_00000219,USER_00000000548,CONTENT_00000718,2023-08-10 04:57:17,99,Tablet,Tablet,Android,macOS Ventura,version 3.0.5,1
SESSION_00000220,USER_00000000134,CONTENT_00000047,2025-03-18 08:03:00,121,Tablet,Game Console,Windows,Xbox,version 1.0.0,1
SESSION_00000221,USER_00000000083,CONTENT_00000818,2024-03-28 12:23:21,13,Computer,Laptop,Nintendo,FireOS 6,version 2.0.1,1
SESSION_00000222,USER_00000000547,CONTENT_00000707,2024-09-03 17:20:39,90,Console,Tablet,FireOS,PS5,version 2.0.1,1
SESSION_00000223,USER_00000000904,CONTENT_00000787,2024-12-15 05:14:02,66,Mobile,Smartphone,iOS,Windows 11,version 2.0.1,1
SESSION_00000224,USER_00000000308,CONTENT_00000736,2024-03-25 18:32:17,55,TV,Tablet,Playstation,iOS 16,version 2.1.0,1
SESSION_00000225,USER_00000000827,CONTENT_00000011,2024-06-11 22:46:13,69,Tablet,Tablet,FireOS,Ubuntu 22.04,version 3.0.5,1
SESSION_00000226,USER_00000000248,CONTENT_00000856,2024-06-11 23:13:42,88,TV,Game Console,FireOS,tvOS 14,version 2.0.1,1
SESSION_00000227,USER_00000000491,CONTENT_00000020,2023-07-29 02:55:46,68,TV,Smart TV,tvOS,FireOS 6,version 1.2.3,1
SESSION_00000228,USER_00000000806,CONTENT_00000149,2025-05-04 17:59:45,176,TV,Smartphone,Nintendo,Windows 11,version 2.1.0,1
SESSION_00000229,USER_00000000321,CONTENT_00000482,2024-10-04 13:14:01,165,Console,Smart TV,FireOS,Switch,version 2.1.0,1
SESSION_00000230,USER_00000000887,CONTENT_00000509,2024-06-06 19:15:17,48,TV,Desktop,tvOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000231,USER_00000000637,CONTENT_00000327,2024-06-29 01:27:47,66,TV,Smartphone,macOS,FireOS 6,version 1.0.0,1
SESSION_00000232,USER_00000000354,CONTENT_00000756,2023-07-16 17:30:29,38,Console,Desktop,Windows,FireOS 6,version 2.1.0,1
SESSION_00000233,USER_00000000781,CONTENT_00000394,2024-02-16 11:08:46,67,Console,Laptop,iOS,Windows 11,version 1.0.0,1
SESSION_00000234,USER_00000000255,CONTENT_00000586,2024-05-09 11:33:11,87,Console,Tablet,FireOS,macOS Ventura,version 1.2.3,1
SESSION_00000235,USER_00000000850,CONTENT_00000561,2024-03-20 13:22:43,57,Computer,Tablet,Playstation,Android 13,version 1.0.0,1
SESSION_00000236,USER_00000000362,CONTENT_00000918,2024-11-23 18:50:35,180,Computer,Tablet,iOS,tvOS 14,version 1.0.0,1
SESSION_00000237,USER_00000000511,CONTENT_00000678,2024-05-16 01:01:48,145,TV,Desktop,tvOS,FireOS 6,version 1.0.0,1
SESSION_00000238,USER_00000000325,CONTENT_00000307,2023-11-04 18:07:41,164,TV,Smart TV,tvOS,FireOS 6,version 3.0.5,1
SESSION_00000239,USER_00000000258,CONTENT_00000182,2023-12-03 05:09:59,80,Tablet,Smartphone,iOS,iPadOS 15,version 3.0.5,1
SESSION_00000240,USER_00000000886,CONTENT_00000660,2025-01-02 00:46:48,94,Mobile,Tablet,FireOS,Switch,version 2.0.1,1
SESSION_00000241,USER_00000000476,CONTENT_00000545,2023-07-09 20:52:35,111,Tablet,Game Console,FireOS,Switch,version 2.1.0,1
SESSION_00000242,USER_00000000269,CONTENT_00000419,2023-07-05 06:26:17,67,Console,Smart TV,Windows,iOS 16,version 1.2.3,1
SESSION_00000243,USER_00000000013,CONTENT_00000995,2024-02-11 20:05:24,83,Mobile,Tablet,Windows,Xbox,version 1.0.0,1
SESSION_00000244,USER_00000000219,CONTENT_00000288,2023-08-27 05:26:49,49,Tablet,Game Console,tvOS,tvOS 14,version 3.0.5,1
SESSION_00000245,USER_00000000984,CONTENT_00000690,2024-06-17 15:30:48,74,Computer,Smartphone,Windows,macOS Ventura,version 2.0.1,1
SESSION_00000246,USER_00000000317,CONTENT_00000469,2024-09-28 10:54:27,13,Computer,Tablet,FireOS,macOS Ventura,version 2.0.1,1
SESSION_00000247,USER_00000000639,CONTENT_00000550,2023-11-21 18:02:08,90,Mobile,Laptop,Xbox,tvOS 14,version 3.0.5,1
SESSION_00000248,USER_00000000613,CONTENT_00000045,2024-10-13 20:46:46,127,Tablet,Smartphone,iOS,iOS 16,version 3.0.5,1
SESSION_00000249,USER_00000000722,CONTENT_00000876,2024-04-11 09:09:47,165,Computer,Tablet,tvOS,PS5,version 3.0.5,1
SESSION_00000250,USER_00000000926,CONTENT_00000888,2024-05-18 21:05:09,80,Computer,Game Console,Nintendo,tvOS 14,version 3.0.5,1
SESSION_00000251,USER_00000000089,CONTENT_00000115,2025-05-15 11:35:49,133,TV,Smart TV,Windows,iPadOS 15,version 1.0.0,1
SESSION_00000252,USER_00000000446,CONTENT_00000781,2023-06-07 23:32:53,150,Console,Laptop,Playstation,Ubuntu 22.04,version 1.0.0,1
SESSION_00000253,USER_00000000673,CONTENT_00000865,2023-09-04 04:59:54,72,Tablet,Smart TV,iOS,Switch,version 2.0.1,1
SESSION_00000254,USER_00000000527,CONTENT_00000136,2024-06-20 11:42:01,61,Mobile,Desktop,iOS,Android 13,version 2.1.0,1
SESSION_00000255,USER_00000000169,CONTENT_00000055,2024-11-24 12:10:28,169,Console,Desktop,Xbox,iPadOS 15,version 3.0.5,1
SESSION_00000256,USER_00000000884,CONTENT_00000883,2024-06-13 17:25:39,76,Tablet,Smartphone,iOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000257,USER_00000000089,CONTENT_00000450,2025-02-07 12:12:40,94,Computer,Smart TV,Xbox,iOS 16,version 1.0.0,1
SESSION_00000258,USER_00000000802,CONTENT_00000896,2025-03-26 18:48:30,100,Tablet,Game Console,Android,Xbox,version 1.2.3,1
SESSION_00000259,USER_00000000048,CONTENT_00000595,2024-01-20 15:24:16,110,Console,Smart TV,Xbox,Android 13,version 1.0.0,1
SESSION_00000260,USER_00000000382,CONTENT_00000012,2024-12-20 20:05:01,97,Console,Laptop,tvOS,macOS Ventura,version 2.0.1,1
SESSION_00000261,USER_00000000998,CONTENT_00000968,2023-12-20 19:58:28,116,TV,Smartphone,FireOS,tvOS 14,version 3.0.5,1
SESSION_00000262,USER_00000000836,CONTENT_00000925,2024-03-18 17:14:37,121,Console,Smart TV,iOS,tvOS 14,version 1.2.3,1
SESSION_00000263,USER_00000000399,CONTENT_00000562,2024-01-29 07:11:17,48,Console,Smart TV,Android,Xbox,version 3.0.5,1
SESSION_00000264,USER_00000000535,CONTENT_00000953,2024-02-27 05:49:41,76,TV,Game Console,Windows,iOS 16,version 1.2.3,1
SESSION_00000265,USER_00000000185,CONTENT_00000005,2024-05-20 12:40:33,172,Mobile,Game Console,Xbox,Ubuntu 22.04,version 2.0.1,1
SESSION_00000266,USER_00000000568,CONTENT_00000888,2023-11-03 18:02:49,46,Computer,Smart TV,Android,Android 13,version 2.0.1,1
SESSION_00000267,USER_00000000818,CONTENT_00000207,2024-09-08 07:42:13,105,TV,Smartphone,Linux,Xbox,version 3.0.5,1
SESSION_00000268,USER_00000000541,CONTENT_00000631,2025-02-12 10:24:57,115,Console,Tablet,Linux,Windows 11,version 2.1.0,1
SESSION_00000269,USER_00000000039,CONTENT_00000516,2025-03-29 09:42:57,99,Mobile,Laptop,Android,Ubuntu 22.04,version 2.0.1,1
SESSION_00000270,USER_00000000427,CONTENT_00000959,2023-07-05 23:21:41,65,TV,Laptop,Nintendo,PS5,version 2.1.0,1
SESSION_00000271,USER_00000000021,CONTENT_00000967,2024-12-29 04:43:18,148,Console,Game Console,Windows,Android 13,version 2.1.0,1
SESSION_00000272,USER_00000000237,CONTENT_00000832,2024-10-06 07:00:21,66,Tablet,Laptop,Nintendo,Switch,version 1.2.3,1
SESSION_00000273,USER_00000000914,CONTENT_00000692,2023-07-22 13:48:46,60,Console,Game Console,FireOS,Xbox,version 2.1.0,1
SESSION_00000274,USER_00000000158,CONTENT_00000259,2025-05-19 16:20:03,51,Tablet,Laptop,Playstation,macOS Ventura,version 1.2.3,1
SESSION_00000275,USER_00000000362,CONTENT_00000923,2024-07-10 01:26:01,64,Computer,Laptop,iOS,Android 13,version 2.0.1,1
SESSION_00000276,USER_00000000935,CONTENT_00000267,2024-09-05 13:00:31,25,TV,Smartphone,Android,iOS 16,version 2.1.0,1
SESSION_00000277,USER_00000000223,CONTENT_00000385,2024-04-15 02:07:07,34,Tablet,Smartphone,FireOS,Ubuntu 22.04,version 2.0.1,1
SESSION_00000278,USER_00000000043,CONTENT_00000867,2023-09-10 22:58:26,34,Console,Game Console,Linux,Android 13,version 1.2.3,1
SESSION_00000279,USER_00000000219,CONTENT_00000181,2024-06-28 19:21:36,92,Mobile,Smart TV,iOS,Ubuntu 22.04,version 1.0.0,1
SESSION_00000280,USER_00000000676,CONTENT_00000266,2024-05-07 19:41:07,121,Computer,Laptop,Nintendo,iPadOS 15,version 2.0.1,1
SESSION_00000281,USER_00000000723,CONTENT_00000115,2025-02-10 08:38:15,55,Mobile,Tablet,Windows,Switch,version 1.2.3,1
SESSION_00000282,USER_00000000834,CONTENT_00000953,2023-08-20 08:08:35,138,Tablet,Desktop,Windows,Windows 11,version 1.2.3,1
SESSION_00000283,USER_00000000138,CONTENT_00000449,2024-10-22 18:34:03,115,Console,Smart TV,Xbox,macOS Ventura,version 2.0.1,1
SESSION_00000284,USER_00000000525,CONTENT_00000941,2024-12-19 19:00:26,125,Mobile,Tablet,macOS,PS5,version 2.0.1,1
SESSION_00000285,USER_00000000443,CONTENT_00000477,2024-03-03 06:38:27,166,TV,Smartphone,Linux,iPadOS 15,version 3.0.5,1
SESSION_00000286,USER_00000000729,CONTENT_00000053,2025-03-12 04:45:22,161,Mobile,Smart TV,Linux,macOS Ventura,version 3.0.5,1
SESSION_00000287,USER_00000000381,CONTENT_00000483,2024-01-22 08:16:37,130,Computer,Tablet,Linux,FireOS 6,version 1.2.3,1
SESSION_00000288,USER_00000000872,CONTENT_00000884,2024-01-15 16:52:33,135,Mobile,Game Console,macOS,macOS Ventura,version 3.0.5,1
SESSION_00000289,USER_00000000859,CONTENT_00000700,2023-12-29 12:09:45,66,Console,Smartphone,Windows,Switch,version 1.0.0,1
SESSION_00000290,USER_00000000729,CONTENT_00000593,2023-10-25 06:40:43,176,Console,Tablet,macOS,Android 13,version 3.0.5,1
SESSION_00000291,USER_00000000542,CONTENT_00000219,2024-03-10 05:23:30,44,Computer,Laptop,iOS,Android 13,version 3.0.5,1
SESSION_00000292,USER_00000000907,CONTENT_00000838,2024-04-19 03:37:11,145,Console,Smartphone,Android,tvOS 14,version 2.0.1,1
SESSION_00000293,USER_00000000890,CONTENT_00000605,2025-01-04 21:49:23,67,Console,Tablet,Playstation,Android 13,version 2.0.1,1
SESSION_00000294,USER_00000000579,CONTENT_00000539,2024-04-26 16:31:13,158,Mobile,Smartphone,Windows,Ubuntu 22.04,version 2.1.0,1
SESSION_00000295,USER_00000000600,CONTENT_00000868,2024-01-02 08:40:41,82,TV,Smartphone,Linux,Ubuntu 22.04,version 2.0.1,1
SESSION_00000296,USER_00000000517,CONTENT_00000339,2024-01-09 12:21:15,91,Console,Tablet,Linux,Android 13,version 1.2.3,1
SESSION_00000297,USER_00000000553,CONTENT_00000599,2023-10-12 07:08:33,142,TV,Game Console,iOS,PS5,version 1.2.3,1
SESSION_00000298,USER_00000000311,CONTENT_00000569,2023-11-25 20:57:21,59,TV,Smart TV,iOS,iOS 16,version 3.0.5,1
SESSION_00000299,USER_00000000305,CONTENT_00000827,2024-11-28 13:06:49,43,TV,Game Console,Windows,Switch,version 2.0.1,1
SESSION_00000300,USER_00000000360,CONTENT_00000082,2024-11-05 20:51:40,22,Tablet,Smartphone,Playstation,Ubuntu 22.04,version 2.0.1,1
SESSION_00000301,USER_00000000776,CONTENT_00000474,2024-10-23 22:47:07,163,Mobile,Laptop,FireOS,Xbox,version 1.2.3,1
SESSION_00000302,USER_00000000827,CONTENT_00000921,2024-05-08 01:11:25,157,Computer,Smartphone,Linux,Xbox,version 2.0.1,1
SESSION_00000303,USER_00000000882,CONTENT_00000764,2025-02-25 15:24:19,103,Tablet,Smartphone,iOS,Switch,version 3.0.5,1
SESSION_00000304,USER_00000000626,CONTENT_00000399,2024-05-16 13:01:18,75,Console,Smartphone,Windows,Ubuntu 22.04,version 1.0.0,1
SESSION_00000305,USER_00000000938,CONTENT_00000370,2025-01-22 16:22:06,31,Console,Tablet,Windows,macOS Ventura,version 1.0.0,1
SESSION_00000306,USER_00000000203,CONTENT_00000089,2024-05-02 16:48:30,122,TV,Laptop,Linux,iPadOS 15,version 2.1.0,1
SESSION_00000307,USER_00000000017,CONTENT_00000111,2023-12-21 10:49:01,111,Mobile,Laptop,Linux,iPadOS 15,version 1.2.3,1
SESSION_00000308,USER_00000000634,CONTENT_00000455,2024-12-16 12:48:46,155,Console,Tablet,Linux,FireOS 6,version 2.1.0,1
SESSION_00000309,USER_00000000713,CONTENT_00000716,2025-01-10 04:03:27,66,Console,Laptop,iOS,iOS 16,version 2.1.0,1
SESSION_00000310,USER_00000000073,CONTENT_00000341,2024-09-27 12:11:42,62,Computer,Desktop,Nintendo,Switch,version 2.0.1,1
SESSION_00000311,USER_00000000458,CONTENT_00000177,2023-08-05 21:44:39,119,Computer,Smartphone,Xbox,Ubuntu 22.04,version 2.0.1,1
SESSION_00000312,USER_00000000132,CONTENT_00000530,2023-12-27 22:21:44,53,TV,Smart TV,iOS,macOS Ventura,version 2.1.0,1
SESSION_00000313,USER_00000000487,CONTENT_00000502,2024-05-07 22:32:43,20,Console,Desktop,macOS,iOS 16,version 2.1.0,1
SESSION_00000314,USER_00000000482,CONTENT_00000577,2024-08-30 00:29:13,16,Computer,Laptop,macOS,Android 13,version 2.1.0,1
SESSION_00000315,USER_00000000956,CONTENT_00000251,2025-05-22 09:53:31,89,Tablet,Laptop,Windows,FireOS 6,version 3.0.5,1
SESSION_00000316,USER_00000000079,CONTENT_00000739,2023-09-23 13:44:37,147,Tablet,Game Console,Linux,FireOS 6,version 3.0.5,1
SESSION_00000317,USER_00000000215,CONTENT_00000301,2024-03-19 15:33:26,80,Computer,Desktop,Linux,Ubuntu 22.04,version 2.0.1,1
SESSION_00000318,USER_00000000174,CONTENT_00000312,2023-12-17 05:36:23,28,Mobile,Tablet,FireOS,FireOS 6,version 3.0.5,1
SESSION_00000319,USER_00000000878,CONTENT_00000267,2023-11-14 15:17:25,91,TV,Game Console,FireOS,Switch,version 2.1.0,1
SESSION_00000320,USER_00000000744,CONTENT_00000942,2025-03-09 15:03:21,178,Tablet,Tablet,Playstation,iOS 16,version 2.1.0,1
SESSION_00000321,USER_00000000675,CONTENT_00000296,2023-08-24 09:06:06,152,Computer,Game Console,Linux,iPadOS 15,version 2.0.1,1
SESSION_00000322,USER_00000000110,CONTENT_00000634,2024-11-06 14:57:01,90,Computer,Laptop,Windows,PS5,version 2.1.0,1
SESSION_00000323,USER_00000000891,CONTENT_00000784,2025-03-04 12:28:50,103,Computer,Laptop,macOS,Ubuntu 22.04,version 1.0.0,1
SESSION_00000324,USER_00000000825,CONTENT_00000075,2024-09-22 15:25:14,126,Computer,Smartphone,Linux,iOS 16,version 1.0.0,1
SESSION_00000325,USER_00000000769,CONTENT_00000510,2024-06-22 06:50:05,66,Console,Tablet,Playstation,iOS 16,version 1.0.0,1
SESSION_00000326,USER_00000000213,CONTENT_00000203,2023-06-17 21:11:20,34,Mobile,Smart TV,FireOS,FireOS 6,version 1.2.3,1
SESSION_00000327,USER_00000000988,CONTENT_00000923,2024-10-12 02:01:30,161,TV,Smart TV,Playstation,Android 13,version 3.0.5,1
SESSION_00000328,USER_00000000418,CONTENT_00000042,2023-10-18 18:23:15,109,Mobile,Smartphone,iOS,tvOS 14,version 3.0.5,1
SESSION_00000329,USER_00000000896,CONTENT_00000127,2024-09-21 13:38:17,86,Mobile,Desktop,Xbox,Windows 11,version 2.1.0,1
SESSION_00000330,USER_00000000135,CONTENT_00000242,2024-06-04 09:42:28,71,Computer,Game Console,Android,Ubuntu 22.04,version 3.0.5,1
SESSION_00000331,USER_00000000172,CONTENT_00000124,2023-11-29 12:14:37,11,Mobile,Desktop,iOS,iOS 16,version 3.0.5,1
SESSION_00000332,USER_00000000768,CONTENT_00000686,2023-11-18 03:14:53,134,Tablet,Tablet,Nintendo,macOS Ventura,version 2.0.1,1
SESSION_00000333,USER_00000000434,CONTENT_00000590,2023-06-11 12:11:30,50,Tablet,Smartphone,macOS,Ubuntu 22.04,version 1.2.3,1
SESSION_00000334,USER_00000000372,CONTENT_00000063,2024-09-15 00:55:45,88,Computer,Laptop,iOS,Switch,version 1.0.0,1
SESSION_00000335,USER_00000000045,CONTENT_00000333,2024-05-10 06:52:49,88,Computer,Smart TV,tvOS,Xbox,version 1.0.0,1
SESSION_00000336,USER_00000000472,CONTENT_00000317,2024-07-30 01:22:24,27,Computer,Smart TV,Linux,iOS 16,version 3.0.5,1
SESSION_00000337,USER_00000000869,CONTENT_00000895,2024-05-26 08:57:35,170,Console,Game Console,macOS,tvOS 14,version 1.0.0,1
SESSION_00000338,USER_00000000541,CONTENT_00000830,2024-10-23 22:17:02,161,TV,Game Console,FireOS,tvOS 14,version 2.0.1,1
SESSION_00000339,USER_00000000382,CONTENT_00000603,2024-01-28 16:57:24,77,Mobile,Tablet,Nintendo,Windows 11,version 2.1.0,1
SESSION_00000340,USER_00000000580,CONTENT_00000663,2023-09-07 16:17:05,120,Tablet,Laptop,Windows,Ubuntu 22.04,version 2.0.1,1
SESSION_00000341,USER_00000000581,CONTENT_00000954,2024-08-25 10:03:43,100,Mobile,Smartphone,tvOS,Xbox,version 3.0.5,1
SESSION_00000342,USER_00000000639,CONTENT_00000382,2024-06-01 20:03:39,24,Computer,Tablet,Windows,Ubuntu 22.04,version 2.0.1,1
SESSION_00000343,USER_00000000224,CONTENT_00000906,2023-06-24 22:51:49,137,TV,Desktop,tvOS,Xbox,version 1.2.3,1
SESSION_00000344,USER_00000000213,CONTENT_00000359,2024-07-01 20:03:51,26,TV,Smart TV,tvOS,Android 13,version 3.0.5,1
SESSION_00000345,USER_00000000382,CONTENT_00000553,2024-07-26 06:32:56,12,TV,Desktop,macOS,PS5,version 2.1.0,1
SESSION_00000346,USER_00000000090,CONTENT_00000479,2023-09-01 08:27:19,53,Computer,Desktop,Windows,iOS 16,version 1.2.3,1
SESSION_00000347,USER_00000000983,CONTENT_00000267,2024-11-23 07:46:17,67,TV,Tablet,iOS,iPadOS 15,version 3.0.5,1
SESSION_00000348,USER_00000000574,CONTENT_00000013,2023-07-25 04:45:13,99,Computer,Smartphone,FireOS,tvOS 14,version 2.1.0,1
SESSION_00000349,USER_00000000102,CONTENT_00000814,2025-03-21 02:56:34,169,Mobile,Smart TV,macOS,iPadOS 15,version 1.0.0,1
SESSION_00000350,USER_00000000589,CONTENT_00000516,2024-10-16 16:59:32,59,TV,Smartphone,Nintendo,macOS Ventura,version 3.0.5,1
SESSION_00000351,USER_00000000112,CONTENT_00000093,2024-08-03 00:48:32,76,Tablet,Desktop,FireOS,iOS 16,version 2.0.1,1
SESSION_00000352,USER_00000000519,CONTENT_00000388,2023-09-09 09:51:42,73,Mobile,Game Console,FireOS,Android 13,version 2.0.1,1
SESSION_00000353,USER_00000000114,CONTENT_00000074,2024-08-08 06:24:46,34,Tablet,Tablet,Android,Xbox,version 2.0.1,1
SESSION_00000354,USER_00000000093,CONTENT_00000222,2024-06-28 06:40:07,141,TV,Smartphone,macOS,FireOS 6,version 1.2.3,1
SESSION_00000355,USER_00000000064,CONTENT_00000089,2024-09-09 12:22:39,108,TV,Desktop,Linux,Switch,version 1.0.0,1
SESSION_00000356,USER_00000000227,CONTENT_00000153,2023-07-10 20:43:13,112,Mobile,Laptop,Windows,Android 13,version 2.0.1,1
SESSION_00000357,USER_00000000660,CONTENT_00000003,2024-09-18 06:17:35,20,TV,Smart TV,Android,tvOS 14,version 3.0.5,1
SESSION_00000358,USER_00000000158,CONTENT_00000796,2024-05-02 22:05:54,19,TV,Desktop,Playstation,macOS Ventura,version 1.0.0,1
SESSION_00000359,USER_00000000420,CONTENT_00000093,2024-05-11 22:11:35,147,Console,Game Console,Nintendo,iPadOS 15,version 1.2.3,1
SESSION_00000360,USER_00000000592,CONTENT_00000394,2024-12-14 12:27:35,141,TV,Laptop,Xbox,macOS Ventura,version 1.0.0,1
SESSION_00000361,USER_00000000448,CONTENT_00000602,2025-01-09 14:35:14,42,TV,Smart TV,Windows,FireOS 6,version 2.1.0,1
SESSION_00000362,USER_00000000378,CONTENT_00000985,2024-10-24 12:03:35,131,Tablet,Laptop,FireOS,iPadOS 15,version 3.0.5,1
SESSION_00000363,USER_00000000360,CONTENT_00000076,2024-09-28 06:08:46,28,Computer,Desktop,macOS,Windows 11,version 3.0.5,1
SESSION_00000364,USER_00000000672,CONTENT_00000327,2023-08-29 22:10:37,156,TV,Laptop,Windows,Ubuntu 22.04,version 2.1.0,1
SESSION_00000365,USER_00000000428,CONTENT_00000923,2024-05-30 08:50:16,14,Console,Tablet,Playstation,tvOS 14,version 2.0.1,1
SESSION_00000366,USER_00000000212,CONTENT_00000478,2024-04-08 06:11:40,48,TV,Laptop,FireOS,Ubuntu 22.04,version 1.0.0,1
SESSION_00000367,USER_00000000244,CONTENT_00000464,2023-07-08 04:15:24,12,Console,Smartphone,FireOS,Android 13,version 2.1.0,1
SESSION_00000368,USER_00000000468,CONTENT_00000996,2024-07-01 15:33:45,35,Console,Desktop,Linux,Xbox,version 3.0.5,1
SESSION_00000369,USER_00000000389,CONTENT_00000641,2024-04-01 04:01:59,11,Mobile,Smart TV,Linux,PS5,version 2.1.0,1
SESSION_00000370,USER_00000000212,CONTENT_00000315,2024-10-20 20:54:48,61,Tablet,Smartphone,tvOS,Ubuntu 22.04,version 2.1.0,1
SESSION_00000371,USER_00000000345,CONTENT_00000900,2024-09-04 02:46:08,19,Computer,Tablet,tvOS,Windows 11,version 2.1.0,1
SESSION_00000372,USER_00000000339,CONTENT_00000284,2024-03-10 06:57:24,132,Mobile,Game Console,Xbox,macOS Ventura,version 2.0.1,1
SESSION_00000373,USER_00000000086,CONTENT_00000551,2024-04-08 12:36:11,94,Console,Desktop,Linux,Android 13,version 1.2.3,1
SESSION_00000374,USER_00000000609,CONTENT_00000851,2023-08-01 19:50:51,176,Mobile,Desktop,Playstation,Switch,version 1.0.0,1
SESSION_00000375,USER_00000000080,CONTENT_00000689,2023-11-18 03:43:49,67,Tablet,Desktop,tvOS,Windows 11,version 3.0.5,1
SESSION_00000376,USER_00000000019,CONTENT_00000788,2025-05-01 22:46:39,108,Tablet,Tablet,Linux,Android 13,version 2.0.1,1
SESSION_00000377,USER_00000000078,CONTENT_00000272,2024-05-02 05:42:39,49,Mobile,Laptop,Xbox,Android 13,version 3.0.5,1
