SESSION_CODE,USER_CODE,CONTENT_CODE,TIME,WATCHED_DURATION,PLATFORM,DEVICE_TYPE,OS_FAMILY,OS_NAME,APP_VERSION,IS_UP_TO_DATE
SESSION_00000194,USER_00000000891,CONTENT_00000640,2023-07-19 23:29:24,145,Mobile,Smart TV,FireOS,FireOS 6,v1.2.3,1
SESSION_00000195,USER_00000000420,CONTENT_00000626,2024-12-01 05:43:43,110,Computer,Tablet,Nintendo,Xbox,v2.0.1,1
SESSION_00000196,USER_00000000662,CONTENT_00000512,2025-05-20 21:27:06,82,TV,Smartphone,iOS,FireOS 6,v3.0.5,1
SESSION_00000197,USER_00000000387,CONTENT_00000405,2025-05-24 05:50:09,70,TV,Desktop,Linux,iPadOS 15,v1.2.3,1
SESSION_00000198,USER_00000000910,CONTENT_00000354,2025-04-08 01:36:44,159,Tablet,Desktop,tvOS,macOS Ventura,v1.0.0,1
SESSION_00000199,USER_00000000119,CONTENT_00000852,2024-03-03 08:18:41,112,Mobile,Tablet,macOS,PS5,v2.0.1,1
SESSION_00000200,USER_00000000651,CONTENT_00000901,2024-03-31 08:25:39,27,Mobile,Smartphone,Windows,Xbox,v3.0.5,1
SESSION_00000201,USER_00000000458,CONTENT_00000652,2024-07-12 12:18:52,93,Computer,Laptop,macOS,PS5,v3.0.5,1
SESSION_00000202,USER_00000000753,CONTENT_00000430,2023-08-28 02:49:20,71,Tablet,Laptop,Windows,Windows 11,v1.2.3,1
SESSION_00000203,USER_00000000308,CONTENT_00000648,2024-05-30 07:57:04,59,TV,Tablet,Xbox,FireOS 6,v1.2.3,1
SESSION_00000204,USER_00000000816,CONTENT_00000416,2025-05-26 01:43:23,84,Console,Smartphone,Nintendo,Switch,v2.0.1,1
SESSION_00000205,USER_00000000682,CONTENT_00000421,2024-04-24 09:00:54,100,Computer,Smart TV,Android,Windows 11,v1.2.3,1
SESSION_00000206,USER_00000000943,CONTENT_00000767,2025-02-02 11:04:53,72,Computer,Smartphone,tvOS,Ubuntu 22.04,v1.0.0,1
SESSION_00000207,USER_00000000046,CONTENT_00000729,2023-10-26 19:57:32,114,Mobile,Tablet,iOS,PS5,v1.0.0,1
SESSION_00000208,USER_00000000712,CONTENT_00000274,2024-05-08 23:03:03,134,Console,Tablet,Windows,tvOS 14,v3.0.5,1
SESSION_00000209,USER_00000000594,CONTENT_00000693,2023-11-24 06:38:01,84,Tablet,Game Console,Playstation,tvOS 14,v1.2.3,1
SESSION_00000210,USER_00000000845,CONTENT_00000659,2023-08-06 19:27:31,82,Console,Smartphone,Playstation,iOS 16,v2.0.1,1
SESSION_00000211,USER_00000000717,CONTENT_00000439,2024-05-04 23:47:17,180,Mobile,Laptop,Android,Ubuntu 22.04,v3.0.5,1
SESSION_00000212,USER_00000000544,CONTENT_00000548,2024-09-06 03:22:37,34,Mobile,Laptop,Android,tvOS 14,v2.0.1,1
SESSION_00000213,USER_00000000958,CONTENT_00000752,2025-04-26 11:06:19,96,Computer,Desktop,iOS,Xbox,v2.1.0,1
SESSION_00000214,USER_00000000541,CONTENT_00000511,2024-07-28 16:58:46,154,TV,Smartphone,Windows,Xbox,v1.0.0,1
SESSION_00000215,USER_00000000252,CONTENT_00000911,2024-01-14 02:47:24,39,Console,Tablet,Linux,tvOS 14,v1.2.3,1
SESSION_00000216,USER_00000000116,CONTENT_00000806,2024-05-04 16:22:35,40,TV,Tablet,FireOS,Windows 11,v1.0.0,1
SESSION_00000217,USER_00000000375,CONTENT_00000964,2024-03-09 10:29:39,141,Tablet,Tablet,FireOS,Ubuntu 22.04,v1.2.3,1
SESSION_00000218,USER_00000000035,CONTENT_00000948,2025-04-02 02:45:08,58,Tablet,Smartphone,macOS,iOS 16,v2.0.1,1
SESSION_00000219,USER_00000000437,CONTENT_00000931,2024-03-31 09:11:53,92,Computer,Game Console,Xbox,FireOS 6,v1.2.3,1
SESSION_00000220,USER_00000000033,CONTENT_00000410,2024-01-28 06:04:44,115,TV,Game Console,Xbox,iPadOS 15,v2.1.0,1
SESSION_00000221,USER_00000000132,CONTENT_00000481,2024-07-18 03:44:12,114,Tablet,Smart TV,Xbox,PS5,v1.0.0,1
SESSION_00000222,USER_00000000208,CONTENT_00000851,2024-10-29 13:19:52,159,Computer,Desktop,Nintendo,iPadOS 15,v2.1.0,1
SESSION_00000223,USER_00000000512,CONTENT_00000741,2024-02-02 18:22:02,81,Tablet,Tablet,macOS,Ubuntu 22.04,v1.2.3,1
SESSION_00000224,USER_00000000486,CONTENT_00000412,2024-04-26 08:01:15,84,Tablet,Smart TV,iOS,Ubuntu 22.04,v1.2.3,1
SESSION_00000225,USER_00000000764,CONTENT_00000327,2025-03-24 15:03:51,12,Computer,Tablet,Playstation,iPadOS 15,v3.0.5,1
SESSION_00000226,USER_00000000068,CONTENT_00000277,2025-05-23 12:04:37,84,Computer,Tablet,Linux,tvOS 14,v2.1.0,1
SESSION_00000227,USER_00000000435,CONTENT_00000185,2024-05-24 02:06:39,143,Tablet,Tablet,Android,PS5,v1.0.0,1
SESSION_00000228,USER_00000000032,CONTENT_00000115,2024-03-01 22:42:26,126,Tablet,Tablet,iOS,Android 13,v3.0.5,1
SESSION_00000229,USER_00000000348,CONTENT_00000330,2024-03-08 17:25:09,10,Mobile,Smart TV,Playstation,Switch,v2.0.1,1
SESSION_00000230,USER_00000000692,CONTENT_00000537,2024-10-01 19:00:24,87,Mobile,Desktop,Windows,tvOS 14,v2.1.0,1
SESSION_00000231,USER_00000000683,CONTENT_00000806,2024-09-13 15:05:50,23,Computer,Smartphone,macOS,Windows 11,v3.0.5,1
SESSION_00000232,USER_00000000385,CONTENT_00000441,2023-07-27 18:28:09,58,Console,Game Console,Android,iOS 16,v1.2.3,1
SESSION_00000233,USER_00000000251,CONTENT_00000841,2025-02-24 05:36:51,113,Console,Smart TV,iOS,macOS Ventura,v2.0.1,1
SESSION_00000234,USER_00000000470,CONTENT_00000947,2024-10-27 01:20:05,163,Mobile,Smart TV,Android,iOS 16,v1.0.0,1
SESSION_00000235,USER_00000000157,CONTENT_00000544,2024-11-19 03:04:38,28,Mobile,Laptop,tvOS,iPadOS 15,v2.1.0,1
SESSION_00000236,USER_00000000540,CONTENT_00000926,2023-06-23 01:26:25,40,Tablet,Smart TV,macOS,Windows 11,v1.2.3,1
SESSION_00000237,USER_00000000393,CONTENT_00000605,2023-11-28 23:55:52,37,Computer,Laptop,macOS,Android 13,v1.0.0,1
SESSION_00000238,USER_00000000293,CONTENT_00000461,2023-09-23 19:05:48,33,Mobile,Laptop,macOS,iPadOS 15,v2.1.0,1
SESSION_00000239,USER_00000000213,CONTENT_00000862,2024-03-23 18:16:09,99,Mobile,Game Console,FireOS,tvOS 14,v1.2.3,1
SESSION_00000240,USER_00000000103,CONTENT_00000087,2024-03-08 20:25:39,73,TV,Laptop,Xbox,tvOS 14,v3.0.5,1
SESSION_00000241,USER_00000000810,CONTENT_00000515,2024-10-17 02:51:10,162,Console,Smart TV,Playstation,iOS 16,v1.0.0,1
SESSION_00000242,USER_00000000242,CONTENT_00000527,2024-12-10 19:15:10,83,TV,Game Console,Nintendo,Switch,v2.0.1,1
SESSION_00000243,USER_00000000988,CONTENT_00000419,2025-03-02 22:49:05,65,Mobile,Tablet,iOS,Android 13,v3.0.5,1
SESSION_00000244,USER_00000000625,CONTENT_00000299,2024-05-01 16:53:45,47,Console,Smartphone,Android,tvOS 14,v1.0.0,1
SESSION_00000245,USER_00000000992,CONTENT_00000723,2023-07-03 10:12:44,159,TV,Smartphone,Nintendo,tvOS 14,v1.2.3,1
SESSION_00000246,USER_00000000663,CONTENT_00000338,2025-01-20 01:10:28,40,Tablet,Desktop,Windows,tvOS 14,v3.0.5,1
SESSION_00000247,USER_00000000060,CONTENT_00000666,2024-01-01 21:53:35,148,Computer,Smart TV,Linux,tvOS 14,v2.1.0,1
SESSION_00000248,USER_00000000198,CONTENT_00000864,2023-08-07 10:32:28,132,Mobile,Game Console,Windows,Ubuntu 22.04,v2.0.1,1
SESSION_00000249,USER_00000000138,CONTENT_00000114,2023-06-30 18:14:02,52,Tablet,Game Console,Xbox,macOS Ventura,v2.1.0,1
SESSION_00000250,USER_00000000065,CONTENT_00000155,2025-03-11 14:53:46,29,TV,Game Console,FireOS,tvOS 14,v1.2.3,1
SESSION_00000251,USER_00000000518,CONTENT_00000171,2023-07-14 16:05:42,85,Tablet,Desktop,tvOS,macOS Ventura,v2.0.1,1
SESSION_00000252,USER_00000000380,CONTENT_00000989,2023-07-22 13:47:32,48,Mobile,Desktop,Android,macOS Ventura,v1.0.0,1
SESSION_00000253,USER_00000000526,CONTENT_00000068,2024-07-15 10:33:47,44,Tablet,Smart TV,macOS,FireOS 6,v2.0.1,1
SESSION_00000254,USER_00000000641,CONTENT_00000190,2023-09-26 02:43:22,100,Console,Tablet,Windows,Switch,v1.2.3,1
SESSION_00000255,USER_00000000300,CONTENT_00000453,2023-06-04 03:22:57,154,Computer,Smart TV,Windows,Xbox,v2.1.0,1
SESSION_00000256,USER_00000000841,CONTENT_00000430,2024-09-08 15:49:32,47,TV,Game Console,FireOS,macOS Ventura,v2.0.1,1
SESSION_00000257,USER_00000000078,CONTENT_00000495,2025-04-10 12:26:07,56,Tablet,Game Console,Playstation,Xbox,v2.0.1,1
SESSION_00000258,USER_00000000945,CONTENT_00000972,2025-02-23 04:13:08,176,Mobile,Smartphone,Xbox,tvOS 14,v2.0.1,1
SESSION_00000259,USER_00000000019,CONTENT_00000644,2024-05-11 17:20:09,166,TV,Smartphone,Android,iPadOS 15,v2.0.1,1
SESSION_00000260,USER_00000000307,CONTENT_00000427,2024-07-10 09:54:31,38,Computer,Desktop,Linux,macOS Ventura,v3.0.5,1
SESSION_00000261,USER_00000000537,CONTENT_00000778,2024-12-22 00:20:45,131,Mobile,Game Console,Nintendo,Xbox,v2.0.1,1
SESSION_00000262,USER_00000000512,CONTENT_00000254,2023-07-23 01:34:46,19,Mobile,Desktop,tvOS,tvOS 14,v2.0.1,1
SESSION_00000263,USER_00000000810,CONTENT_00000274,2023-09-30 10:34:40,18,TV,Game Console,tvOS,PS5,v2.1.0,1
SESSION_00000264,USER_00000000457,CONTENT_00001000,2024-08-28 19:31:06,37,Tablet,Smart TV,Android,macOS Ventura,v1.2.3,1
SESSION_00000265,USER_00000000647,CONTENT_00000024,2023-12-21 03:58:31,35,TV,Desktop,Windows,iPadOS 15,v2.1.0,1
SESSION_00000266,USER_00000000624,CONTENT_00000214,2024-09-23 05:01:34,135,Tablet,Smartphone,macOS,FireOS 6,v1.0.0,1
SESSION_00000267,USER_00000000100,CONTENT_00000692,2024-01-09 13:49:00,8,TV,Tablet,Playstation,Android 13,v2.1.0,1
SESSION_00000268,USER_00000000745,CONTENT_00000059,2024-04-06 08:20:23,101,Computer,Smart TV,Linux,FireOS 6,v1.2.3,1
SESSION_00000269,USER_00000000799,CONTENT_00000114,2024-06-08 18:59:26,173,Tablet,Laptop,Xbox,tvOS 14,v1.0.0,1
SESSION_00000270,USER_00000000444,CONTENT_00000723,2024-03-06 11:10:00,70,Console,Game Console,Windows,iPadOS 15,v2.1.0,1
SESSION_00000271,USER_00000000002,CONTENT_00000505,2023-10-21 16:08:27,150,TV,Laptop,Linux,iPadOS 15,v1.0.0,1
SESSION_00000272,USER_00000000954,CONTENT_00000309,2024-11-12 12:48:16,128,Console,Smart TV,tvOS,tvOS 14,v3.0.5,1
SESSION_00000273,USER_00000000158,CONTENT_00000414,2023-08-02 06:59:26,61,Console,Desktop,FireOS,iPadOS 15,v3.0.5,1
SESSION_00000274,USER_00000000076,CONTENT_00000390,2024-06-04 22:53:04,175,TV,Desktop,Linux,tvOS 14,v3.0.5,1
SESSION_00000275,USER_00000000990,CONTENT_00000884,2025-05-26 16:33:49,110,Console,Game Console,Linux,Switch,v2.1.0,1
SESSION_00000276,USER_00000000543,CONTENT_00000835,2023-08-19 19:33:43,46,Mobile,Desktop,Nintendo,FireOS 6,v1.0.0,1
SESSION_00000277,USER_00000000647,CONTENT_00000413,2025-03-02 11:36:31,173,Console,Desktop,Playstation,PS5,v1.0.0,1
SESSION_00000278,USER_00000000431,CONTENT_00000754,2024-03-07 01:40:09,37,TV,Smart TV,Playstation,Ubuntu 22.04,v2.1.0,1
SESSION_00000279,USER_00000000906,CONTENT_00000899,2024-01-26 16:06:55,124,TV,Tablet,iOS,Windows 11,v2.1.0,1
SESSION_00000280,USER_00000000590,CONTENT_00000724,2024-03-06 11:12:01,80,Tablet,Tablet,Playstation,iPadOS 15,v1.0.0,1
SESSION_00000281,USER_00000000935,CONTENT_00000117,2025-05-11 15:10:10,104,TV,Smart TV,FireOS,Xbox,v1.0.0,1
SESSION_00000282,USER_00000000144,CONTENT_00000563,2024-03-19 17:38:18,57,Computer,Tablet,Nintendo,PS5,v2.0.1,1
SESSION_00000283,USER_00000000687,CONTENT_00000067,2024-04-10 19:57:08,105,Console,Tablet,tvOS,PS5,v2.0.1,1
SESSION_00000284,USER_00000000022,CONTENT_00000295,2025-03-06 10:47:44,120,Computer,Desktop,iOS,FireOS 6,v1.0.0,1
SESSION_00000285,USER_00000000531,CONTENT_00000495,2024-10-04 22:44:19,152,Mobile,Smartphone,Android,iOS 16,v3.0.5,1
SESSION_00000286,USER_00000000650,CONTENT_00000658,2024-06-04 14:26:44,27,Mobile,Game Console,Linux,Android 13,v2.1.0,1
SESSION_00000287,USER_00000000683,CONTENT_00000110,2024-12-28 15:46:55,87,Mobile,Smart TV,Windows,Ubuntu 22.04,v2.0.1,1
SESSION_00000288,USER_00000000803,CONTENT_00000177,2024-09-21 07:03:57,72,TV,Desktop,tvOS,FireOS 6,v2.1.0,1
SESSION_00000289,USER_00000000831,CONTENT_00000594,2025-03-02 08:43:48,43,Mobile,Smart TV,Windows,tvOS 14,v3.0.5,1
SESSION_00000290,USER_00000000420,CONTENT_00000747,2023-09-15 09:22:57,142,TV,Game Console,Windows,iPadOS 15,v2.1.0,1
SESSION_00000291,USER_00000000706,CONTENT_00000280,2025-05-14 17:47:36,9,Mobile,Laptop,Android,Windows 11,v1.0.0,1
SESSION_00000292,USER_00000000618,CONTENT_00000598,2025-01-02 12:29:27,153,Console,Smart TV,Linux,Windows 11,v3.0.5,1
SESSION_00000293,USER_00000000684,CONTENT_00000962,2023-07-07 20:47:11,151,Tablet,Tablet,iOS,iPadOS 15,v2.1.0,1
SESSION_00000294,USER_00000000568,CONTENT_00000808,2023-08-13 04:41:27,8,Computer,Game Console,Linux,Ubuntu 22.04,v2.1.0,1
SESSION_00000295,USER_00000000633,CONTENT_00000261,2023-06-07 15:38:10,41,Console,Laptop,macOS,tvOS 14,v2.1.0,1
SESSION_00000296,USER_00000000813,CONTENT_00000929,2023-11-16 02:02:05,153,Console,Laptop,macOS,Ubuntu 22.04,v3.0.5,1
SESSION_00000297,USER_00000000765,CONTENT_00000167,2025-05-14 05:14:07,115,TV,Smartphone,FireOS,PS5,v1.0.0,1
SESSION_00000298,USER_00000000382,CONTENT_00000501,2023-06-08 10:12:56,137,Mobile,Tablet,tvOS,iPadOS 15,v2.0.1,1
SESSION_00000299,USER_00000000803,CONTENT_00000919,2024-02-16 14:44:38,40,Computer,Tablet,Xbox,iPadOS 15,v3.0.5,1
SESSION_00000300,USER_00000000742,CONTENT_00000873,2023-07-02 18:16:58,128,TV,Smart TV,Linux,PS5,v1.2.3,1
SESSION_00000301,USER_00000000806,CONTENT_00000400,2024-03-23 13:26:27,131,Console,Tablet,Linux,PS5,v2.1.0,1
SESSION_00000302,USER_00000000977,CONTENT_00000240,2024-12-11 03:34:02,152,Tablet,Laptop,tvOS,Switch,v3.0.5,1
SESSION_00000303,USER_00000000628,CONTENT_00000993,2024-12-08 10:18:11,99,Console,Smart TV,tvOS,FireOS 6,v1.2.3,1
SESSION_00000304,USER_00000000904,CONTENT_00000923,2024-01-17 20:47:07,174,Mobile,Smart TV,Android,Android 13,v2.1.0,1
SESSION_00000305,USER_00000000440,CONTENT_00000361,2024-08-05 20:28:28,73,Console,Game Console,Android,iPadOS 15,v2.0.1,1
SESSION_00000306,USER_00000000380,CONTENT_00000080,2023-06-10 01:57:56,119,Tablet,Laptop,Windows,PS5,v2.1.0,1
SESSION_00000307,USER_00000000172,CONTENT_00000207,2024-06-27 21:12:15,78,Console,Smart TV,Nintendo,PS5,v1.2.3,1
SESSION_00000308,USER_00000000082,CONTENT_00000631,2024-07-03 06:37:53,7,Console,Desktop,Windows,Ubuntu 22.04,v2.0.1,1
SESSION_00000309,USER_00000000671,CONTENT_00000414,2024-04-30 06:04:45,54,TV,Smart TV,Nintendo,iOS 16,v2.0.1,1
SESSION_00000310,USER_00000000145,CONTENT_00000319,2025-05-24 03:34:48,132,Mobile,Tablet,Android,Windows 11,v1.0.0,1
SESSION_00000311,USER_00000000763,CONTENT_00000550,2024-05-15 07:23:10,28,TV,Laptop,Playstation,tvOS 14,v2.1.0,1
SESSION_00000312,USER_00000000170,CONTENT_00000295,2025-05-12 18:39:31,52,Tablet,Laptop,Playstation,iOS 16,v1.0.0,1
SESSION_00000313,USER_00000000566,CONTENT_00000244,2023-09-15 04:46:35,162,Computer,Laptop,FireOS,Xbox,v2.1.0,1
SESSION_00000314,USER_00000000454,CONTENT_00000132,2025-01-12 02:16:09,132,Computer,Smart TV,Windows,iPadOS 15,v1.0.0,1
SESSION_00000315,USER_00000000406,CONTENT_00000432,2023-12-25 14:24:26,120,Tablet,Desktop,Linux,Xbox,v1.2.3,1
SESSION_00000316,USER_00000000595,CONTENT_00000544,2024-04-23 08:46:35,177,Mobile,Desktop,Linux,Switch,v3.0.5,1
SESSION_00000317,USER_00000000819,CONTENT_00000812,2024-03-17 14:12:22,93,Mobile,Laptop,Linux,Android 13,v3.0.5,1
SESSION_00000318,USER_00000000109,CONTENT_00000525,2023-12-08 16:54:40,54,Console,Desktop,Xbox,macOS Ventura,v1.2.3,1
SESSION_00000319,USER_00000000667,CONTENT_00000581,2023-09-29 23:30:39,102,Console,Laptop,Android,Switch,v1.0.0,1
SESSION_00000320,USER_00000000695,CONTENT_00000114,2023-09-07 08:37:33,81,Computer,Smartphone,Playstation,PS5,v2.1.0,1
SESSION_00000321,USER_00000000717,CONTENT_00000853,2024-07-27 18:28:03,31,Mobile,Desktop,iOS,tvOS 14,v1.0.0,1
SESSION_00000322,USER_00000000471,CONTENT_00000644,2024-02-08 10:30:33,56,Mobile,Game Console,Xbox,tvOS 14,v3.0.5,1
SESSION_00000323,USER_00000000885,CONTENT_00000708,2024-08-08 08:39:22,25,Mobile,Smart TV,Playstation,PS5,v2.0.1,1
SESSION_00000324,USER_00000000372,CONTENT_00000988,2023-11-11 18:31:49,76,Mobile,Game Console,Xbox,tvOS 14,v2.0.1,1
SESSION_00000325,USER_00000000390,CONTENT_00000091,2024-06-06 21:10:26,92,Computer,Tablet,Xbox,Switch,v1.2.3,1
SESSION_00000326,USER_00000000791,CONTENT_00000803,2023-08-22 18:02:02,154,TV,Game Console,Nintendo,PS5,v1.0.0,1
SESSION_00000327,USER_00000000811,CONTENT_00000239,2023-09-21 11:05:42,162,Console,Desktop,Windows,Switch,v2.1.0,1
SESSION_00000328,USER_00000000140,CONTENT_00000726,2024-01-20 04:11:13,176,Console,Tablet,Android,iOS 16,v3.0.5,1
SESSION_00000329,USER_00000000913,CONTENT_00000510,2024-02-29 16:05:52,17,Tablet,Game Console,Xbox,Android 13,v2.0.1,1
SESSION_00000330,USER_00000000174,CONTENT_00000867,2023-12-25 12:20:07,153,Tablet,Smart TV,Linux,Xbox,v3.0.5,1
SESSION_00000331,USER_00000000645,CONTENT_00000986,2024-12-27 04:54:20,102,Tablet,Tablet,Playstation,Ubuntu 22.04,v1.0.0,1
SESSION_00000332,USER_00000000113,CONTENT_00000991,2023-06-28 01:36:40,115,Console,Desktop,Android,Windows 11,v2.0.1,1
SESSION_00000333,USER_00000000462,CONTENT_00000866,2024-07-03 13:35:29,48,Mobile,Desktop,Playstation,Android 13,v2.1.0,1
SESSION_00000334,USER_00000000974,CONTENT_00000980,2024-11-30 19:33:48,139,Console,Smart TV,macOS,macOS Ventura,v1.2.3,1
SESSION_00000335,USER_00000000353,CONTENT_00000084,2025-04-17 09:06:19,94,TV,Desktop,iOS,macOS Ventura,v2.1.0,1
SESSION_00000336,USER_00000000419,CONTENT_00000689,2023-06-14 06:02:48,81,Console,Smartphone,Playstation,tvOS 14,v1.0.0,1
SESSION_00000337,USER_00000000943,CONTENT_00000278,2025-04-29 02:10:03,112,Computer,Smart TV,Xbox,Switch,v1.0.0,1
SESSION_00000338,USER_00000000275,CONTENT_00000173,2023-08-03 18:22:03,110,Computer,Desktop,Nintendo,Android 13,v1.0.0,1
SESSION_00000339,USER_00000000561,CONTENT_00000644,2024-05-30 03:28:21,126,Tablet,Tablet,Windows,Switch,v1.2.3,1
SESSION_00000340,USER_00000000167,CONTENT_00000643,2023-11-05 07:52:50,119,Computer,Tablet,iOS,Xbox,v2.1.0,1
SESSION_00000341,USER_00000000917,CONTENT_00000628,2025-01-01 16:14:00,131,Mobile,Smartphone,macOS,iOS 16,v2.0.1,1
SESSION_00000342,USER_00000000696,CONTENT_00000172,2024-11-09 22:39:14,125,Mobile,Tablet,Nintendo,Android 13,v3.0.5,1
SESSION_00000343,USER_00000000750,CONTENT_00000891,2024-03-29 04:03:43,154,TV,Smartphone,FireOS,Android 13,v2.0.1,1
SESSION_00000344,USER_00000000256,CONTENT_00000175,2024-03-13 04:37:59,60,Mobile,Tablet,FireOS,Xbox,v1.2.3,1
SESSION_00000345,USER_00000000179,CONTENT_00000190,2025-03-16 11:43:52,137,Computer,Tablet,tvOS,iOS 16,v2.0.1,1
SESSION_00000346,USER_00000000581,CONTENT_00000761,2023-08-17 21:10:49,56,Mobile,Smartphone,Linux,Ubuntu 22.04,v1.2.3,1
SESSION_00000347,USER_00000000526,CONTENT_00000944,2024-04-25 18:54:47,145,TV,Smart TV,Playstation,Xbox,v1.0.0,1
SESSION_00000348,USER_00000000435,CONTENT_00000914,2024-08-17 12:46:45,128,TV,Smartphone,Linux,Ubuntu 22.04,v2.1.0,1
SESSION_00000349,USER_00000000205,CONTENT_00000706,2024-02-10 16:50:17,5,Tablet,Game Console,Android,Switch,v2.0.1,1
SESSION_00000350,USER_00000000688,CONTENT_00000567,2024-05-20 18:51:30,31,TV,Smartphone,FireOS,Android 13,v1.0.0,1
SESSION_00000351,USER_00000000077,CONTENT_00000803,2023-12-09 22:26:44,122,TV,Tablet,Playstation,iOS 16,v2.0.1,1
SESSION_00000352,USER_00000000123,CONTENT_00000678,2023-07-01 07:06:15,54,Tablet,Smart TV,macOS,Xbox,v1.2.3,1
SESSION_00000353,USER_00000000814,CONTENT_00000119,2025-04-14 08:35:49,142,Console,Smartphone,Windows,Switch,v1.2.3,1
SESSION_00000354,USER_00000000806,CONTENT_00000794,2025-03-01 17:19:12,133,TV,Desktop,FireOS,macOS Ventura,v1.2.3,1
SESSION_00000355,USER_00000000305,CONTENT_00000930,2024-08-18 19:23:51,99,TV,Smartphone,Windows,FireOS 6,v2.1.0,1
SESSION_00000356,USER_00000000786,CONTENT_00000767,2024-06-15 10:30:35,95,Computer,Smartphone,Windows,iPadOS 15,v3.0.5,1
SESSION_00000357,USER_00000000049,CONTENT_00000310,2023-12-28 05:15:59,112,Computer,Game Console,FireOS,Windows 11,v3.0.5,1
SESSION_00000358,USER_00000000998,CONTENT_00000154,2024-04-04 22:32:44,69,TV,Tablet,macOS,FireOS 6,v2.1.0,1
SESSION_00000359,USER_00000000967,CONTENT_00000360,2025-02-02 18:13:42,118,Tablet,Smart TV,Windows,macOS Ventura,v2.1.0,1
SESSION_00000360,USER_00000000984,CONTENT_00000489,2024-05-31 02:02:01,19,Mobile,Laptop,macOS,Switch,v1.0.0,1
SESSION_00000361,USER_00000000744,CONTENT_00000874,2023-12-04 04:01:04,110,TV,Smartphone,Playstation,Xbox,v1.2.3,1
SESSION_00000362,USER_00000000076,CONTENT_00000620,2023-10-08 18:17:50,158,Console,Game Console,Nintendo,Windows 11,v1.0.0,1
SESSION_00000363,USER_00000000664,CONTENT_00000952,2024-12-29 18:54:49,30,Mobile,Game Console,Playstation,Ubuntu 22.04,v2.0.1,1
SESSION_00000364,USER_00000000468,CONTENT_00000496,2023-09-25 11:48:14,152,TV,Game Console,Android,PS5,v1.2.3,1
SESSION_00000365,USER_00000000042,CONTENT_00000610,2023-07-30 05:18:30,109,Tablet,Smartphone,Android,Ubuntu 22.04,v3.0.5,1
SESSION_00000366,USER_00000000582,CONTENT_00000337,2023-07-26 17:27:23,102,Tablet,Desktop,Playstation,iOS 16,v2.1.0,1
SESSION_00000367,USER_00000000154,CONTENT_00000157,2024-11-29 09:10:08,25,Mobile,Desktop,Nintendo,macOS Ventura,v2.0.1,1
SESSION_00000368,USER_00000000240,CONTENT_00000170,2023-10-30 05:23:41,179,Computer,Tablet,Windows,tvOS 14,v3.0.5,1
SESSION_00000369,USER_00000000993,CONTENT_00000886,2024-11-01 12:34:52,111,Tablet,Desktop,Playstation,iOS 16,v2.0.1,1
SESSION_00000370,USER_00000000393,CONTENT_00000782,2023-10-28 10:58:10,31,Tablet,Laptop,Linux,Windows 11,v1.0.0,1
SESSION_00000371,USER_00000000581,CONTENT_00000828,2025-04-22 11:28:24,118,TV,Desktop,Windows,PS5,v2.1.0,1
SESSION_00000372,USER_00000000693,CONTENT_00000950,2024-03-27 14:15:40,84,Tablet,Tablet,Android,Switch,v1.2.3,1
SESSION_00000373,USER_00000000253,CONTENT_00000960,2024-01-07 10:42:53,5,Computer,Smart TV,macOS,Windows 11,v2.1.0,1
SESSION_00000374,USER_00000000985,CONTENT_00000479,2024-11-01 06:23:19,58,Console,Tablet,Android,Xbox,v1.0.0,1
SESSION_00000375,USER_00000000732,CONTENT_00000911,2024-04-19 12:22:29,33,Tablet,Tablet,Xbox,Android 13,v2.0.1,1
SESSION_00000376,USER_00000000393,CONTENT_00000628,2025-03-27 18:23:38,111,Console,Desktop,macOS,Windows 11,v1.2.3,1
SESSION_00000377,USER_00000000347,CONTENT_00000318,2024-01-23 10:25:47,63,Mobile,Desktop,Android,Switch,v2.1.0,1
SESSION_00000378,USER_00000000071,CONTENT_00000677,2024-11-02 13:46:53,70,Computer,Tablet,Playstation,Ubuntu 22.04,v1.2.3,1
SESSION_00000379,USER_00000000975,CONTENT_00000272,2025-01-13 19:16:37,167,Console,Smartphone,tvOS,Windows 11,v2.1.0,1
SESSION_00000380,USER_00000000260,CONTENT_00000321,2024-06-14 06:45:01,151,Mobile,Game Console,Xbox,PS5,v1.0.0,1
SESSION_00000381,USER_00000000625,CONTENT_00000402,2024-05-14 21:12:02,80,Console,Tablet,Linux,tvOS 14,v3.0.5,1
SESSION_00000382,USER_00000000249,CONTENT_00000354,2024-02-29 03:58:16,68,Tablet,Game Console,macOS,Android 13,v2.1.0,1
SESSION_00000383,USER_00000000749,CONTENT_00000372,2023-10-20 23:37:40,150,Mobile,Desktop,tvOS,Windows 11,v3.0.5,1
SESSION_00000384,USER_00000000044,CONTENT_00000379,2024-12-15 16:08:01,77,Mobile,Smartphone,FireOS,Android 13,v2.1.0,1
SESSION_00000385,USER_00000000036,CONTENT_00000708,2024-12-31 18:20:24,38,TV,Game Console,Windows,PS5,v1.0.0,1
SESSION_00000386,USER_00000000105,CONTENT_00000964,2023-10-27 21:42:06,136,Console,Smartphone,FireOS,Xbox,v2.1.0,1
SESSION_00000387,USER_00000000695,CONTENT_00000871,2025-03-02 22:16:46,109,Tablet,Tablet,Linux,iOS 16,v2.1.0,1
SESSION_00000388,USER_00000000886,CONTENT_00000761,2024-10-30 19:59:33,36,Mobile,Tablet,Xbox,Ubuntu 22.04,v2.0.1,1
